CD_MUNIC,NM_MUNIC,SG_UF,ID_ORIGEM
4305132,CERRO BRANCO,RS,4305132
4305173,CERRO GRANDE DO SUL,RS,4305173
4305207,CERRO LARGO,MG,4305207
4305306,CHAPADA,RS,4305306
4305355,CHARQUEADAS,RS,4305355
4305405,CHIAPETA,RS,4305405
4305439,CHUI,RS,4305439
4305504,CIRIACO,RS,4305504
4305603,COLORADO,RS,4305603
4305702,CONDOR,RS,4305702
4305801,CONSTANTINA,RS,4305801
4305900,BICACO,RS,4305900
4305959,COTIPORA,RS,4305959
4306007,CRISSIUMAL,RS,4306007
4306056,CRISTAL,RS,4306056
4306106,CRUZ ALTA,RS,4306106
4306205,CRUZEIRO DO SUL,RS,4306205
4306304,DAVID CANABARRO,RS,4306304
4306403,DOIS IRMAOS,RS,4306403
4306452,DOIS LAJEADOS,RS,4306452
4306502,DOM FELICIANO,RS,4306502
4306601,DOM PEDRITO,RS,4306601
4306700,DONA FRANCISCA,RS,4306700
4306734,DOUTOR MAURICIO CARDOSO,RS,4306734
4306767,ELDORADO DO SUL,RS,4306767
4306809,ENCANTADO,RS,4306809
4306908,ENCRUZILHADA DO SUL,RS,4306908
4306924,ENGENHO VELHO,RS,4306924
4306932,ENTRE IJUIS,RS,4306932
4307005,ERECHIN,RS,4307005
4307054,ERNESTINA,RS,4307054
4307203,ERVAL GRANDE,RS,4307203
4307302,ERVAL SECO,RS,4307302
4307401,ESMERALDA,RS,4307401
4307500,ESPUMOSO,RS,4307500
4307609,ESTANCIA VELHA,RS,4307609
4307708,ESTEIO,RS,4307708
4307807,ESTRELA,RS,4307807
4307831,EUGENIO DE CASTRO,RS,4307831
4307906,FARROUPILHA,RS,4307906
4308003,FAXINAL DO SOTURNO,RS,4308003
4308102,FELIZ,RS,4308102
4308201,FLORES DA CUNHA,RS,4308201
4308300,FONTOURA XAVIER,RS,4308300
4308409,FORMIGUEIRO,RS,4308409
4308458,FORTALEZA DOS VALOS,RS,4308458
4308508,FREDERICO WESTPHALEN,RS,4308508
4308607,GARIBALDI,RS,4308607
4308706,GAURAMA,RS,4308706
4308805,CAMARA,RS,4308805
4308904,GETULIO VARGAS,RS,4308904
4309001,GIRUA,MG,4309001
4309100,GRAMADO,RS,4309100
4309209,GRAVATAI,RS,4309209
4309258,GUABIJU,RS,4309258
4309308,GUAIBA,RS,4309308
4309407,GUAPORE,RS,4309407
4309506,GUARANI DAS MISSOES,MG,4309506
4309506,GUARANI DAS MISSOES,RS,4309506
4309605,HORIZONTINA,RS,4309605
4309704,HUMAITA,RS,4309704
4309803,IBIACA,RS,4309803
4309902,IBIRAIARAS,RS,4309902
4309951,IBIRAPUITA,RS,4309951
4310009,IBIRUBA,RS,4310009
4310108,IGREJINHA,RS,4310108
4310207,IJUI,RS,4310207
4310306,ILOPOLIS,RS,4310306
4310504,IRAI,RS,4310504
4310702,ITATIBA DO SUL,RS,4310702
4310751,IVORA,RS,4310751
4310801,IVOTI,RS,4310801
4310900,JACUTINGA,RS,4310900
4311007,JAGUARAO,RS,4311007
4311106,JAGUARI,RS,4311106
4311155,JOIA,RS,4311155
4311205,JULIO DE CASTILHOS,RS,4311205
4311254,LAGOAO,RS,4311254
4311304,LAGOA VERMELHA,RS,4311304
4311403,LAJEADO,RS,4311403
4311502,LAVRAS DO SUL,RS,4311502
4311601,LIBERATO SALZANO,RS,4311601
4311700,MACHADINHO,RS,4311700
4311809,MARAU,RS,4311809
4311908,MARCELINO RAMOS,RS,4311908
4312005,MARIANO MORO,RS,4312005
4312104,MATA,RS,4312104
4312203,MAXIMILIANO DE ALMEIDA,RS,4312203
4312302,MIRAGUAI,RS,4312302
4312401,MONTENEGRO,RS,4312401
4312450,MORRO REDONDO,RS,4312450
4312609,MUCUM,RS,4312609
4312658,NAO ME TOQUE,RS,4312658
4312708,NONOAI,RS,4312708
4312807,NOVA ARACA,RS,4312807
4312906,NOVA BASSANO,RS,4312906
4313003,NOVA BRESCIA,RS,4313003
4313102,NOVA PALMA,RS,4313102
4313201,NOVA PETROPOLIS,RS,4313201
4313201,VALE DO RIO CAI,RS,4313201
4313300,NOVA PRATA,RS,4313300
4313409,NOVO HAMBURGO,RJ,4313409
4313409,NOVO HAMBURGO,RS,4313409
4313508,OSORIO,RS,4313508
4313607,PAIM FO,RS,4313607
4313706,PALMEIRA DAS MISSOES,RS,4313706
4313805,PALMITINHO,RS,4313805
4313904,PANAMBI,RS,4313904
4314001,PARAI,RS,4314001
4314027,PARAISO DO SUL,RS,4314027
4314100,PASSO FUNDO,RS,4314100
4314209,PEDRO OSORIO,RS,4314209
4314308,PEJUCARA,RS,4314308
4314407,PELOTAS,RS,4314407
4314506,PINHEIRO MACHADO,RS,4314506
4314605,PIRATINI,RS,4314605
4314704,PLANALTO,RS,4314704
4314803,PORTAO,RS,4314803
4314902,PORTO ALEGRE,RS,4314902
4315008,PORTO LUCENA,RS,4315008
4315107,PORTO XAVIER,MG,4315107
4315206,PUTINGA,RS,4315206
4315305,QUARAI,RS,4315305
4315354,QUINZE DE NOVEMBRO,RS,4315354
4315404,REDENTORA,RS,4315404
4315503,RESTINGA SECA,RS,4315503
4315602,RIO GRANDE,RS,4315602
4315701,RIO PARDO,RS,4315701
4315800,ROCA SALES,RS,4315800
4315909,RODEIO BONITO,RS,4315909
4316105,RONDA ALTA,RS,4316105
4316204,RONDINHA,RS,4316204
4316303,ROQUE GONZALES,MG,4316303
4316402,ROSARIO DO SUL,RS,4316402
4316451,SALTO DO JACUI,RS,4316451
4316501,SALVADOR DO SUL,RS,4316501
4316600,SANANDUVA,RS,4316600
4316709,SANTA BARBARA DO SUL,RS,4316709
4316808,SANTA CRUZ DO SUL,RS,4316808
4316907,SANTA MARIA,RS,4316907
4317004,SANTANA DA BOA VISTA,RS,4317004
4317103,SANTANA DO LIVRAMENTO,RS,4317103
4317202,SANTA ROSA,RS,4317202
4317301,SANTA VITORIA DO PALMAR,RS,4317301
4317400,SANTIAGO,RS,4317400
4317509,SANTO ANGELO,RS,4317509
4317608,SANTO ANTONIO DA PATRULHA,RS,4317608
4317707,SANTO ANTONIO DAS MISSOES,RS,4317707
4317806,SANTO AUGUSTO,RS,4317806
4317905,SANTO CRISTO,RS,4317905
4318002,SAO BORJA,RS,4318002
4318051,SAO DOMINGOS DO SUL,RS,4318051
4318101,SAO FRANCISCO DE ASSIS,RS,4318101
4318200,SAO FRANCISCO DE PAULA,RS,4318200
4318309,SAO GABRIEL,RS,4318309
4318408,SAO JERONIMO,RS,4318408
4318432,SAO JOAO DO POLESINE,RS,4318432
4318481,SAO JOSE DO HORTENCIO,RS,4318481
4318507,SAO JOSE DO NORTE,RS,4318507
4318606,SAO JOSE DO OURO,RS,4318606
4318705,SAO LEOPOLDO,RS,4318705
4318804,SAO LOURENCO DO SUL,RS,4318804
4318903,SAO LUIZ GONZAGA,RS,4318903
4319000,SAO MARCOS,RS,4319000
4319109,SAO MARTINHO,RS,4319109
4319158,SAO MIGUEL DAS MISSOES,RS,4319158
4319208,SAO NICOLAU,RS,4319208
4319307,SAO PAULO DAS MISSOES,RS,4319307
4319406,SAO PEDRO DO SUL,RS,4319406
4319505,SAO SEBASTIAO DO CAI,RS,4319505
4319604,SAO SEPE,RS,4319604
4319703,SAO VALENTIM,RS,4319703
4319752,SAO VENDELINO,RS,4319752
4319802,SAO VICENTE DO SUL,RS,4319802
4319901,SAPIRANGA,RS,4319901
4320008,SAPUCAIA DO SUL,RS,4320008
4320107,SARANDI,RS,4320107
4320206,SEBERI,RS,4320206
4320263,SEGREDO,RS,4320263
4320305,SELBACH,RS,4320305
4320404,SERAFINA CORREA,RS,4320404
4320503,SERTAO,RS,4320503
4320602,SEVERIANO DE ALMEIDA,RS,4320602
4320701,SOBRADINHO,RS,4320701
4320800,SOLEDADE,RS,4320800
4320909,TAPEJARA,RS,4320909
4321006,TAPERA,RS,4321006
4321105,TAPES,RS,4321105
4321204,TAQUARA,RS,4321204
4321303,TAQUARI,RS,4321303
4321402,PORTELA,RS,4321402
4321402,TENENTE PORTELA,RS,4321402
4321451,TEUTONIA,RS,4321451
4321501,TORRES,RS,4321501
4321709,TRES COROAS,RS,4321709
4321907,TRES PASSOS,RS,4321907
4322004,TRIUNFO,RS,4322004
4322103,TUCUNDUVA,RS,4322103
4322152,TUNAS,RS,4322152
4322202,TUPANCIRETA,RS,4322202
4322251,TUPANDI,RS,4322251
4322301,TUPARENDI,RS,4322301
4322400,URUGUAIANA,RS,4322400
4322509,VACARIA,RS,4322509
4322558,VANINI,RS,4322558
4322608,VENANCIO AIRES,RS,4322608
4322707,VERA CRUZ,RS,4322707
4322806,VERANOPOLIS,RS,4322806
4322905,VIADUTOS,RS,4322905
4323002,VIAMAO,RS,4323002
4323101,VICENTE DUTRA,RS,4323101
4323200,VICTOR GRAEFF,RS,4323200
4323309,VILA FLORES,RS,4323309
4323507,VISTA ALEGRE,RS,4323507
5000203,AGUA CLARA,MS,5000203
5000609,AMAMBAI,MS,5000609
5000708,ANASTACIO,MS,5000708
5001003,APARECIDA DO TABOADO,MS,5001003
5001102,AQUIDAUANA,MS,5001102
5001508,BANDEIRANTES,MS,5001508
5001904,BATAGUASSU,MS,5001904
5002001,BATAIPORA,MS,5002001
5002100,BELA VISTA,MS,5002100
5002159,BODOQUENA,MS,5002159
5002209,BONITO,MS,5002209
5002308,BRASILANDIA,MS,5002308
5002407,CAARAPO,MS,5002407
5002605,CAMAPUA,MS,5002605
5002704,CAMPO GRANDE,MS,5002704
5002902,CASSILANDIA,MS,5002902
5002951,CHAPADAO DO SUL,MS,5002951
5003207,CORUMBA,MS,5003207
5003256,COSTA RICA,MS,5003256
5003306,COXIM,MS,5003306
5003702,DOURADOS,MS,5003702
5003801,FATIMA DO SUL,MS,5003801
5004007,GLORIA DE DOURADOS,MS,5004007
5004106,GUIA LOPES,MS,5004106
5004106,GUIA LOPES DA LAGUNA,MS,5004106
5004304,IGUATEMI,MS,5004304
5004403,INOCENCIA,MS,5004403
5004502,ITAPORA,MS,5004502
5004700,IVINHEMA,MS,5004700
5004908,JARAGUARI,MS,5004908
5005004,JARDIM,MS,5005004
5005103,JATEI,MS,5005103
5005202,LADARIO,MS,5005202
5005400,MARACAJU,MS,5005400
5005608,MIRANDA,MS,5005608
5005707,NAVIRAI,MS,5005707
5005806,NIOAQUE,MS,5005806
5006200,NOVA ANDRADINA,MS,5006200
5006309,PARANAIBA,MS,5006309
5006408,PEDRO GOMES,MS,5006408
5006606,PONTA PORA,MS,5006606
5006903,PORTO MURTINHO,MS,5006903
5007109,RIBAS DO RIO PARDO,MS,5007109
5007208,RIO BRILHANTE,MS,5007208
5007307,RIO NEGRO,MS,5007307
5007406,RIO VERDE,MS,5007406
5007505,ROCHEDO,MS,5007505
5007695,SAO GABRIEL D OESTE,MS,5007695
5007695,SAO GABRIEL DO OESTE,MS,5007695
5007901,SIDROLANDIA,MS,5007901
5008008,TERENOS,MS,5008008
5008305,TRES LAGOAS,MS,5008305
5008404,VICENTINA,MS,5008404
5100201,AGUA BOA,MT,5100201
5100250,PEDRA ALTA,MT,5100250
5100250,ALTA FLORESTA,MT,5100250
5100300,ALTO ARAGUAIA,MT,5100300
5100409,ALTO GARCAS,MT,5100409
5101001,ARAGUAIANA,MT,5101001
5101258,ARAPUTANGA,MT,5101258
5101407,ARIPUANA,MT,5101407
5101704,BARRA DO BUGRES,MT,5101704
5101803,BARRA DO GARCAS,MT,5101803
5102504,CACERES,MT,5102504
5102702,CANARANA,MT,5102702
5103106,COCALINHO,MT,5103106
5103205,COLIDER,MT,5103205
5103353,CONFRESA,MT,5103353
5103403,CUIABA,MT,5103403
5103502,DIAMANTINO,MT,5103502
5103601,DOM AQUINO,MT,5103601
5103908,GENERAL CARNEIRO,MT,5103908
5104203,GUIRATINGA,MT,5104203
5104609,ITIQUIRA,MT,5104609
5104807,JACIARA,MT,5104807
5105101,JUARA,MT,5105101
5105150,JUINA,MT,5105150
5105200,JUSCIMEIRA,MT,5105200
5105606,MATUPA,MT,5105606
5105622,MIRASSOL D OESTE,MT,5105622
5106109,NOSSA SENHORA DO LIVRAMENTO,MT,5106109
5106224,NOVA MUTUM,MT,5106224
5106232,NOVA OLIMPIA,MT,5106232
5106257,NOVA XAVANTINA,MT,5106257
5106372,PEDRA PRETA,MT,5106372
5106653,PONTAL DO ARAGUAIA,MT,5106653
5106752,PONTES E LACERDA,MT,5106752
5107008,POXOREO,MT,5107008
5107040,PRIMAVERA DO LESTE,MT,5107040
5107107,SAO JOSE DOS QUATRO MARCOS,MT,5107107
5107206,RIO BRANCO,MT,5107206
5107263,SANTO AFONSO,MT,5107263
5107354,SAO JOSE DO XINGU,MT,5107354
5107602,RONDONOPOLIS,MT,5107602
5107859,SAO FELIX DO ARAGUAIA,MT,5107859
5107909,SINOP,MT,5107909
5107925,SORRISO,MT,5107925
5107958,TANGARA DA SERRA,MT,5107958
5108105,TESOURO,MT,5108105
5108204,TORIXOREU,MT,5108204
5108402,VARZEA GRANDE,MT,5108402
5108600,VILA RICA,MT,5108600
5200050,ABADIA DE GOIAS,GO,5200050
5200100,ABADIANIA,GO,5200100
5200134,ACREUNA,GO,5200134
5200308,ALEXANIA,GO,5200308
5200506,ALOANDIA,GO,5200506
5200852,AMERICANO DO BRASIL,GO,5200852
5201108,ANAPOLIS,GO,5201108
5201207,ANHANGUERA,GO,5201207
5201306,ANICUNS,GO,5201306
5201405,APARECIDA DE GOIANIA,GO,5201405
5201504,APORE,GO,5201504
5201603,ARACU,GO,5201603
5201702,ARAGARCAS,GO,5201702
5201801,ARAGOIANIA,GO,5201801
5202155,ARAGUAPAZ,GO,5202155
5202502,ARUANA,GO,5202502
5202601,AURILANDIA,GO,5202601
5203104,BALIZA,GO,5203104
5203203,BARRO ALTO,GO,5203203
5203302,BELA VISTA DE GOIAS,GO,5203302
5203401,BOM JARDIM DE GOIAS,GO,5203401
5203500,BOM JESUS DE GOIAS,GO,5203500
5203559,BONFINOPOLIS,GO,5203559
5203807,BRITANIA,GO,5203807
5203906,BURITI ALEGRE,GO,5203906
5204102,CACHOEIRA ALTA,GO,5204102
5204201,CACHOEIRA DE GOIAS,GO,5204201
5204250,CACHOEIRA DOURADA,GO,5204250
5204300,CACU,GO,5204300
5204409,CAIAPONIA,GO,5204409
5204508,CALDAS NOVAS,GO,5204508
5204557,CALDAZINHA,GO,5204557
5204656,CAMPINACU,GO,5204656
5204706,CAMPINORTE,GO,5204706
5204904,CAMPOS BELOS,GO,5204904
5204953,CAMPOS VERDES,GO,5204953
5205059,CASTELANDIA,GO,5205059
5205109,CATALAO,GO,5205109
5205307,CAVALCANTE,GO,5205307
5205406,CERES,GO,5205406
5205455,CEZARINA,GO,5205455
5205703,CORREGO DO OURO,GO,5205703
5205802,CORUMBA DE GOIAS,GO,5205802
5205901,CORUMBAIBA,GO,5205901
5206206,CRISTALINA,GO,5206206
5206404,CRIXAS,GO,5206404
5206602,CUMARI,GO,5206602
5206909,DAVINOPOLIS,GO,5206909
5207105,DIORAMA,GO,5207105
5207253,DOVERLANDIA,GO,5207253
5207352,EDEALINA,GO,5207352
5207402,EDEIA,GO,5207402
5207535,FAINA,GO,5207535
5207600,FAZENDA NOVA,GO,5207600
5207808,FIRMINOPOLIS,GO,5207808
5208004,FORMOSA,GO,5208004
5208103,FORMOSO,GO,5208103
5208301,DIVINOPOLIS DE GOIAS,GO,5208301
5208400,GOIANAPOLIS,GO,5208400
5208509,GOIANDIRA,GO,5208509
5208608,GOIANESIA,GO,5208608
5208707,GOANIA,GO,5208707
5208707,GOIANIA,GO,5208707
5208707,GOIANIA,PE,5208707
5208806,GOIANIRA,GO,5208806
5208905,EST DE GOIAS,GO,5208905
5208905,GOIAS,GO,5208905
5208905,GOIAS VELHO,MG,5208905
5209101,GOIATUBA,GO,5209101
5209200,GUAPO,GO,5209200
5209705,HIDROLANDIA,GO,5209705
5209937,INACIOLANDIA,GO,5209937
5209952,INDIARA,GO,5209952
5210000,INHUMAS,GO,5210000
5210109,IPAMERI,GO,5210109
5210208,IPORA,GO,5210208
5210406,ITABERAI,GO,5210406
5210604,ITAGUARU,GO,5210604
5210802,ITAJA,GO,5210802
5210901,ITAPACI,GO,5210901
5211008,ITAPIRAPUA,GO,5211008
5211206,ITAPURANGA,GO,5211206
5211305,ITARUMA,GO,5211305
5211404,ITAUCU,GO,5211404
5211503,ITUMBIARA,GO,5211503
5211701,JANDAIA,GO,5211701
5211800,JARAGUA,GO,5211800
5211909,JATAI,GO,5211909
5212006,JAUPACI,GO,5212006
5212105,JOVIANIA,GO,5212105
5212204,JUSSARA,GO,5212204
5212303,LEOPOLDO DE BULHOES,GO,5212303
5212501,LUZIANIA,GO,5212501
5212808,MARA ROSA,GO,5212808
5213004,MAURILANDIA,GO,5213004
5213087,MINACU,GO,5213087
5213103,MINEIROS,GO,5213103
5213400,MOIPORA,GO,5213400
5213509,MONTE ALEGRE DE GOIAS,GO,5213509
5213707,MONTES CLAROS DE GOIAS,GO,5213707
5213756,MONTIVIDIU,GO,5213756
5213806,MORRINHOS,GO,5213806
5213905,MOSSAMEDES,GO,5213905
5214002,MOZARLANDIA,GO,5214002
5214051,MUNDO NOVO,GO,5214051
5214101,MUTUNOPOLIS,GO,5214101
5214408,NAZARIO,GO,5214408
5214507,NEROPOLIS,GO,5214507
5214606,NIQUELANDIA,GO,5214606
5214705,NOVA AMERICA,GO,5214705
5214838,NOVA CRIXAS,GO,5214838
5214879,NOVA IGUACU DE GOIAS,GO,5214879
5215207,NOVO BRASIL,GO,5215207
5215256,NOVO PLANALTO,GO,5215256
5215306,ORIZONA,GO,5215306
5215504,OUVIDOR,GO,5215504
5215702,PALMEIRAS DE GOIAS,GO,5215702
5215801,PALMELO,GO,5215801
5216304,PARANAIGUARA,GO,5216304
5216403,PARAUNA,GO,5216403
5216809,PETROLINA DE GOIAS,GO,5216809
5216908,PILAR DE GOIAS,GO,5216908
5217104,PIRACANJUBA,GO,5217104
5217203,PIRANHAS,GO,5217203
5217302,PIRENOPOLIS,GO,5217302
5217401,PIRES DO RIO,GO,5217401
5217609,PLANALTINA,GO,5217609
5217708,PONTALINA,GO,5217708
5218003,PORANGATU,GO,5218003
5218300,POSSE,GO,5218300
5218508,QUIRINOPOLIS,GO,5218508
5218607,RIALMA,GO,5218607
5218789,RIO QUENTE,GO,5218789
5218805,RIO VERDE,GO,5218805
5218904,RUBIATABA,GO,5218904
5219001,SANCLERLANDIA,GO,5219001
5219258,SANTA FE DE GOIAS,GO,5219258
5219308,SANTA HELENA DE GOIAS,GO,5219308
5219407,SANTA RITA DO ARAGUAIA,GO,5219407
5219605,SANTA TEREZA DE GOIAS,GO,5219605
5219704,SANTA TEREZINHA DE GOIAS,GO,5219704
5219803,SAO DOMINGOS,GO,5219803
5220058,SAO JOAO DA PARAUNA,GO,5220058
5220108,SAO LUIS DE MONTES BELOS,GO,5220108
5220207,SAO MIGUEL DO ARAGUAIA,GO,5220207
5220405,SAO SIMAO,GO,5220405
5220454,SENADOR CANEDO,GO,5220454
5220504,SERRANOPOLIS,GO,5220504
5220603,SILVANIA,GO,5220603
5221007,TAQUARAL DE GOIAS,GO,5221007
5221403,TRINDADE,GO,5221403
5221502,TURVANIA,GO,5221502
5221551,TURVELANDIA,GO,5221551
5221601,URUACU,GO,5221601
5221700,URUANA,GO,5221700
5221858,VALPARAISO DE GOIAS,GO,5221858
5222005,VIANOPOLIS,GO,5222005
5222054,VICENTINOPOLIS,GO,5222054
5300108,BRASILIA,DF,5300108
68515,PARANAPEBA,PA,68515
